kernel,N,bx,by,bz,total_threads,exec_time,gpu,dimensionality,compute_intensity,has_shared_memory,global_reads,global_writes,arithmetic_ops,memory_ops
mm3_kernel2,32,16,32,1,512,0.0189,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,32,16,32,1,512,0.0187,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,32,32,16,1,512,0.0228,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,32,32,16,1,512,0.016,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,32,32,16,1,512,0.0158,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,32,32,32,1,1024,0.0253,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,32,32,32,1,1024,0.0176,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,32,32,32,1,1024,0.0176,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,1,32,1,32,0.3,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,1,32,1,32,0.2864,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,1,32,1,32,0.2859,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,2,16,1,32,0.1693,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,2,16,1,32,0.1617,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,2,16,1,32,0.1608,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,4,8,1,32,0.1054,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,4,8,1,32,0.0977,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,4,8,1,32,0.0973,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,8,4,1,32,0.0732,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,8,4,1,32,0.0671,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,8,4,1,32,0.0653,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,16,2,1,32,0.0602,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,16,2,1,32,0.0532,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,16,2,1,32,0.0529,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,32,1,1,32,0.0585,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,32,1,1,32,0.0516,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,32,1,1,32,0.0495,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,1,64,1,64,0.1666,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,1,64,1,64,0.1624,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,1,64,1,64,0.1593,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,2,32,1,64,0.095,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,2,32,1,64,0.0898,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,2,32,1,64,0.0874,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,4,16,1,64,0.0612,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,4,16,1,64,0.0538,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,4,16,1,64,0.0531,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,8,8,1,64,0.0431,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,8,8,1,64,0.038,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,8,8,1,64,0.036,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,16,4,1,64,0.0376,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,16,4,1,64,0.0318,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,16,4,1,64,0.0295,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,32,2,1,64,0.0367,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,32,2,1,64,0.0287,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,32,2,1,64,0.0282,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,64,1,1,64,0.0357,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,64,1,1,64,0.0284,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,64,1,1,64,0.0283,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,2,64,1,128,0.0995,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,2,64,1,128,0.0904,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,2,64,1,128,0.0899,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,4,32,1,128,0.0622,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,4,32,1,128,0.0541,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,4,32,1,128,0.0538,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,8,16,1,128,0.0446,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,8,16,1,128,0.0369,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,8,16,1,128,0.0365,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,16,8,1,128,0.0386,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,16,8,1,128,0.0322,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,16,8,1,128,0.0299,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,32,4,1,128,0.0382,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,32,4,1,128,0.0286,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,32,4,1,128,0.0284,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,64,2,1,128,0.0368,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,64,2,1,128,0.0308,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,64,2,1,128,0.0284,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,4,64,1,256,0.0655,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,4,64,1,256,0.0579,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,4,64,1,256,0.0575,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,8,32,1,256,0.0466,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,8,32,1,256,0.0409,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,8,32,1,256,0.0386,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,16,16,1,256,0.0382,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,16,16,1,256,0.0313,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,16,16,1,256,0.031,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,32,8,1,256,0.0368,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,32,8,1,256,0.0291,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,32,8,1,256,0.0292,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,64,4,1,256,0.0364,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,64,4,1,256,0.0311,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,64,4,1,256,0.0289,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,8,64,1,512,0.0459,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,8,64,1,512,0.0393,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,8,64,1,512,0.0383,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,16,32,1,512,0.0388,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,16,32,1,512,0.0333,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,16,32,1,512,0.0311,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,32,16,1,512,0.0383,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,32,16,1,512,0.0292,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,32,16,1,512,0.0289,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,64,8,1,512,0.0374,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,64,8,1,512,0.0292,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,64,8,1,512,0.0289,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,16,64,1,1024,0.0449,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,16,64,1,1024,0.0386,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,16,64,1,1024,0.036,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,32,32,1,1024,0.039,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,32,32,1,1024,0.0316,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,32,32,1,1024,0.0313,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,64,64,16,1,1024,0.039,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,64,64,16,1,1024,0.0316,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,64,64,16,1,1024,0.0312,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,1,32,1,32,1.4399,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,1,32,1,32,1.4392,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,1,32,1,32,1.4406,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,2,16,1,32,0.7972,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,2,16,1,32,0.7976,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,2,16,1,32,0.7986,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,4,8,1,32,0.4707,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,4,8,1,32,0.4711,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,4,8,1,32,0.4705,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,8,4,1,32,0.3142,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,8,4,1,32,0.3159,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,8,4,1,32,0.3121,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,16,2,1,32,0.2535,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,16,2,1,32,0.2519,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,16,2,1,32,0.2516,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,32,1,1,32,0.2371,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,32,1,1,32,0.236,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,32,1,1,32,0.2365,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,1,64,1,64,1.0742,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,1,64,1,64,1.0747,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,1,64,1,64,1.0718,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,2,32,1,64,0.5458,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,2,32,1,64,0.5656,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,2,32,1,64,0.5682,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,4,16,1,64,0.3194,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,4,16,1,64,0.3225,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,4,16,1,64,0.319,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,8,8,1,64,0.2092,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,8,8,1,64,0.2082,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,8,8,1,64,0.2044,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,16,4,1,64,0.1605,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,16,4,1,64,0.1607,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,16,4,1,64,0.1599,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,32,2,1,64,0.1487,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,32,2,1,64,0.1478,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,32,2,1,64,0.1483,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,64,1,1,64,0.149,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,64,1,1,64,0.1481,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,64,1,1,64,0.1482,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,1,128,1,128,0.9364,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,1,128,1,128,0.9413,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,1,128,1,128,0.9368,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,2,64,1,128,0.4887,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,2,64,1,128,0.4867,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,2,64,1,128,0.4848,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,4,32,1,128,0.2655,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,4,32,1,128,0.2648,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,4,32,1,128,0.2652,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,8,16,1,128,0.1689,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,8,16,1,128,0.1639,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,8,16,1,128,0.1639,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,16,8,1,128,0.1189,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,16,8,1,128,0.1193,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,16,8,1,128,0.1171,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,32,4,1,128,0.1116,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,32,4,1,128,0.1075,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,32,4,1,128,0.1115,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,64,2,1,128,0.1116,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,64,2,1,128,0.1079,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,64,2,1,128,0.111,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,128,1,1,128,0.1098,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,128,1,1,128,0.1088,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,128,1,1,128,0.1106,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,2,128,1,256,0.4917,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,2,128,1,256,0.4917,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,2,128,1,256,0.4904,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,4,64,1,256,0.2672,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,4,64,1,256,0.2679,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,4,64,1,256,0.2662,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,8,32,1,256,0.1612,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,8,32,1,256,0.1612,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,8,32,1,256,0.161,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,16,16,1,256,0.1069,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,16,16,1,256,0.1067,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,16,16,1,256,0.1058,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,32,8,1,256,0.0758,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,32,8,1,256,0.0741,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,32,8,1,256,0.0764,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,64,4,1,256,0.076,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,64,4,1,256,0.0745,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,64,4,1,256,0.0768,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,128,2,1,256,0.0764,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,128,2,1,256,0.0741,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,128,2,1,256,0.0764,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,4,128,1,512,0.2979,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,4,128,1,512,0.299,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,4,128,1,512,0.2967,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,8,64,1,512,0.1758,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,8,64,1,512,0.1753,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,8,64,1,512,0.1745,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,16,32,1,512,0.1212,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,16,32,1,512,0.1204,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,16,32,1,512,0.1205,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,32,16,1,512,0.0915,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,32,16,1,512,0.0912,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,32,16,1,512,0.0902,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,64,8,1,512,0.091,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,64,8,1,512,0.0924,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,64,8,1,512,0.0903,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,128,4,1,512,0.0905,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,128,4,1,512,0.0896,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,128,4,1,512,0.0899,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,8,128,1,1024,0.2102,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,8,128,1,1024,0.2097,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,8,128,1,1024,0.2091,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,16,64,1,1024,0.1325,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,16,64,1,1024,0.134,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,16,64,1,1024,0.1327,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,32,32,1,1024,0.1199,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,32,32,1,1024,0.1174,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,32,32,1,1024,0.121,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,64,16,1,1024,0.1192,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,64,16,1,1024,0.1174,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,64,16,1,1024,0.1203,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,128,128,8,1,1024,0.117,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,128,128,8,1,1024,0.1165,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,128,128,8,1,1024,0.1198,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,1,32,1,32,10.8911,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,1,32,1,32,10.8889,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,1,32,1,32,10.899,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,2,16,1,32,6.0411,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,2,16,1,32,6.0448,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,2,16,1,32,6.0414,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,4,8,1,32,3.6015,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,4,8,1,32,3.5947,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,4,8,1,32,3.5954,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,8,4,1,32,2.427,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,8,4,1,32,2.422,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,8,4,1,32,2.3957,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,16,2,1,32,1.9561,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,16,2,1,32,1.9512,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,16,2,1,32,1.9062,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,32,1,1,32,1.8524,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,32,1,1,32,1.8483,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,32,1,1,32,1.7963,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,1,64,1,64,7.1619,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,1,64,1,64,7.1408,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,1,64,1,64,7.1551,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,2,32,1,64,3.7766,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,2,32,1,64,3.771,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,2,32,1,64,3.7833,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,4,16,1,64,2.1611,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,4,16,1,64,2.1655,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,4,16,1,64,2.1519,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,8,8,1,64,1.4156,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,8,8,1,64,1.4082,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,8,8,1,64,1.3778,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,16,4,1,64,1.1145,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,16,4,1,64,1.1104,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,16,4,1,64,1.0649,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,32,2,1,64,1.0496,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,32,2,1,64,1.0444,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,32,2,1,64,0.9931,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,64,1,1,64,1.054,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,64,1,1,64,1.044,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,64,1,1,64,0.9968,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,1,128,1,128,6.7328,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,1,128,1,128,6.7348,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,1,128,1,128,6.7222,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,2,64,1,128,3.4601,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,2,64,1,128,3.4505,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,2,64,1,128,3.4482,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,4,32,1,128,1.8224,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,4,32,1,128,1.8117,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,4,32,1,128,1.8136,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,8,16,1,128,1.0558,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,8,16,1,128,1.0491,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,8,16,1,128,1.0373,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,16,8,1,128,0.7116,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,16,8,1,128,0.7074,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,16,8,1,128,0.6562,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,32,4,1,128,0.6578,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,32,4,1,128,0.6577,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,32,4,1,128,0.5991,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel1,256,64,2,1,128,0.6532,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel2,256,64,2,1,128,0.6502,tesla_c2075,2,4.0,0,3,1,16,4
mm3_kernel3,256,64,2,1,128,0.5962,tesla_c2075,2,4.0,0,3,1,16,4
convolution3D_kernel,64,1,32,1,32,0.1892,geforce_gtx_1080_ti,2,11.6875,0,15,1,187,16
convolution3D_kernel,64,2,16,1,32,0.1448,geforce_gtx_1080_ti,2,11.6875,0,15,1,187,16
convolution3D_kernel,64,4,8,1,32,0.1227,geforce_gtx_1080_ti,2,11.6875,0,15,1,187,16
convolution3D_kernel,64,8,4,1,32,0.1151,geforce_gtx_1080_ti,2,11.6875,0,15,1,187,16
convolution3D_kernel,64,16,2,1,32,0.1082,geforce_gtx_1080_ti,2,11.6875,0,15,1,187,16
convolution3D_kernel,64,32,1,1,32,0.106,geforce_gtx_1080_ti,2,11.6875,0,15,1,187,16
convolution3D_kernel,64,1,64,1,64,0.2013,geforce_gtx_1080_ti,2,11.6875,0,15,1,187,16
convolution3D_kernel,64,2,32,1,64,0.1514,geforce_gtx_1080_ti,2,11.6875,0,15,1,187,16
convolution3D_kernel,64,4,16,1,64,0.1252,geforce_gtx_1080_ti,2,11.6875,0,15,1,187,16
convolution3D_kernel,64,8,8,1,64,0.1127,geforce_gtx_1080_ti,2,11.6875,0,15,1,187,16
