kernel,N,bx,by,bz,total_threads,exec_time,gpu,dimensionality,compute_intensity,has_shared_memory,global_reads,global_writes,arithmetic_ops,memory_ops,speedup_vs_avg,speedup_vs_worst,configs_tested,worst_exec_time,avg_exec_time
mm3_kernel3,512,512,2,1,1024,0.742,geforce_gtx_1080_ti,2,4.0,0,3,1,16,4,3.864937565322625,17.613477088948787,98,13.0692,2.8677836734693876
mm3_kernel3,1024,512,1,1,512,5.7589,geforce_gtx_1080_ti,2,4.0,0,3,1,16,4,4.058754348341987,16.489572661445763,96,94.9618,23.373960416666666
mm3_kernel3,2048,32,8,1,256,47.7715,geforce_gtx_1080_ti,2,4.0,0,3,1,16,4,3.8140615569255027,15.724856870728363,96,751.2,182.20344166666666
mvt_kernel1,32,1,32,1,32,0.0208,tesla_c2075,1,2.3333333333333335,0,3,0,7,3,2.0492216117216118,7.778846153846154,21,0.1618,0.04262380952380952
mvt_kernel1,64,8,16,1,128,0.0198,geforce_gtx_1080_ti,1,2.3333333333333335,0,3,0,7,3,2.7174160964483542,15.813131313131311,62,0.3131,0.05380483870967742
mvt_kernel1,128,2,16,1,32,0.0283,geforce_gtx_1080_ti,1,2.3333333333333335,0,3,0,7,3,3.987904321826584,21.597173144876326,78,0.6112,0.11285769230769233
mvt_kernel1,256,2,16,1,32,0.0467,geforce_gtx_1080_ti,1,2.3333333333333335,0,3,0,7,3,6.381774922674279,27.63169164882227,90,1.2904,0.29802888888888884
mvt_kernel1,512,8,4,1,32,0.0845,geforce_gtx_1080_ti,1,2.3333333333333335,0,3,0,7,3,12.558881777563096,108.79881656804733,98,9.1935,1.0612255102040817
mvt_kernel1,1024,8,4,1,32,0.1754,geforce_gtx_1080_ti,1,2.3333333333333335,0,3,0,7,3,24.388802506248343,398.69042189281646,99,69.9303,4.277795959595959
mvt_kernel1,2048,16,2,1,32,0.3688,geforce_gtx_1080_ti,1,2.3333333333333335,0,3,0,7,3,11.984990735719448,106.78877440347071,48,39.3837,4.420064583333333
mvt_kernel2,32,8,4,1,32,0.014,tesla_c2075,1,2.3333333333333335,0,3,0,7,3,1.037755102040816,1.207142857142857,21,0.0169,0.014528571428571425
mvt_kernel2,64,32,2,1,64,0.0112,geforce_gtx_1080_ti,1,2.3333333333333335,0,3,0,7,3,1.7040610599078345,3.0803571428571432,62,0.0345,0.019085483870967746
mvt_kernel2,128,64,2,1,128,0.02,geforce_gtx_1080_ti,1,2.3333333333333335,0,3,0,7,3,2.127307692307692,6.755,78,0.1351,0.042546153846153845
mvt_kernel2,256,32,2,1,64,0.0371,geforce_gtx_1080_ti,1,2.3333333333333335,0,3,0,7,3,3.7573525007487274,27.784366576819405,90,1.0308,0.1393977777777778
mvt_kernel2,512,64,1,1,64,0.0716,geforce_gtx_1080_ti,1,2.3333333333333335,0,3,0,7,3,9.709169421958729,125.2108938547486,98,8.9651,0.6951765306122449
mvt_kernel2,1024,64,1,1,64,0.2455,geforce_gtx_1080_ti,1,2.3333333333333335,0,3,0,7,3,13.056191240305294,293.2643584521385,99,71.9964,3.2052949494949496
mvt_kernel2,2048,32,1,1,32,0.4941,geforce_gtx_1080_ti,1,2.3333333333333335,0,3,0,7,3,7.632129966943264,75.75207447885043,48,37.4291,3.771035416666667
reduce_kernel,32,32,4,1,128,0.0042,tesla_c2075,2,2.0,0,4,0,8,4,1.2210884353741498,1.9761904761904763,42,0.0083,0.0051285714285714285
reduce_kernel,64,16,8,1,128,0.0026,nvidia_geforce_rtx_2070_super,2,2.0,0,4,0,8,4,2.8449131513647647,27.153846153846153,186,0.0706,0.0073967741935483874
reduce_kernel,128,32,1,1,32,0.0029,nvidia_geforce_rtx_2070_super,2,2.0,0,4,0,8,4,5.003204150137322,86.93103448275862,226,0.2521,0.014509292035398233
reduce_kernel,256,64,1,1,64,0.0028,nvidia_geforce_rtx_2070_super,2,2.0,0,4,0,8,4,16.059325396825397,361.5,180,1.0122,0.04496611111111111
reduce_kernel,512,128,2,1,256,0.0028,nvidia_geforce_rtx_2070_super,2,2.0,0,4,0,8,4,44.780844155844164,1452.4642857142858,176,4.0669,0.12538636363636366
reduce_kernel,1024,128,4,1,512,0.0039,nvidia_geforce_rtx_2070_super,2,2.0,0,4,0,8,4,125.82670203359861,4194.179487179487,174,16.3573,0.49072413793103453
reduce_kernel,2048,64,1,1,64,0.0043,nvidia_geforce_rtx_2070_super,2,2.0,0,4,0,8,4,317.0684572551588,15108.511627906977,142,64.9666,1.363394366197183
std_kernel,64,4,8,1,32,0.0128,geforce_gtx_1080_ti,1,1.3636363636363635,0,8,3,15,11,1.179939516129032,2.21875,62,0.0284,0.015103225806451612
std_kernel,128,8,4,1,32,0.022,geforce_gtx_1080_ti,1,1.3636363636363635,0,8,3,15,11,1.2844405594405597,3.0363636363636366,78,0.0668,0.028257692307692314
std_kernel,256,16,2,1,32,0.0404,geforce_gtx_1080_ti,1,1.3636363636363635,0,8,3,15,11,1.7797579757975797,6.131188118811881,90,0.2477,0.07190222222222221
std_kernel,512,8,4,1,32,0.0698,nvidia_geforce_rtx_2070_super,1,1.3636363636363635,0,8,3,15,11,2.6022308636921823,9.074498567335242,98,0.6334,0.18163571428571432
std_kernel,1024,2,16,1,32,0.1499,nvidia_geforce_rtx_2070_super,1,1.3636363636363635,0,8,3,15,11,3.5980028352234825,14.556370913942628,96,2.182,0.539340625
std_kernel,2048,128,1,1,128,0.526,geforce_gtx_1080_ti,1,1.3636363636363635,0,8,3,15,11,3.918195500633714,15.531939163498098,96,8.1698,2.0609708333333336
std_kernel2,32,1,32,1,32,0.0164,tesla_c2075,0,0.0,0,0,0,0,0,1.0961091753774677,1.6280487804878048,21,0.0267,0.017976190476190472
std_kernel2,64,1,32,1,32,0.0284,tesla_c2075,0,0.0,0,0,0,0,0,1.1694684234438888,1.7746478873239435,31,0.0504,0.033212903225806445
std_kernel2,128,2,16,1,32,0.0547,tesla_c2075,0,0.0,0,0,0,0,0,1.2578741185688167,2.906764168190128,35,0.159,0.06880571428571428
syr2k_kernel,32,4,16,1,64,0.0164,nvidia_geforce_rtx_2070_super,2,3.8333333333333335,0,6,0,23,6,2.3624661246612466,21.39024390243902,63,0.3508,0.03874444444444445
syr2k_kernel,64,8,16,1,128,0.0229,geforce_gtx_1080_ti,2,3.8333333333333335,0,6,0,23,6,4.3583603324411895,30.406113537117903,93,0.6963,0.09980645161290323
syr2k_kernel,128,8,4,1,32,0.0745,nvidia_geforce_rtx_2070_super,2,3.8333333333333335,0,6,0,23,6,6.748190213962027,34.74093959731544,117,2.5882,0.502740170940171
syr2k_kernel,256,8,16,1,128,0.5031,nvidia_geforce_rtx_2070_super,2,3.8333333333333335,0,6,0,23,6,6.925303428818844,25.191413237924866,129,12.6738,3.4841201550387604
syr2k_kernel,512,8,4,1,32,3.8578,nvidia_geforce_rtx_2070_super,2,3.8333333333333335,0,6,0,23,6,1.8931771572422886,3.9065788791539218,86,15.0708,7.303498837209301
syr2k_kernel,1024,8,8,1,64,30.6685,nvidia_geforce_rtx_2070_super,2,3.8333333333333335,0,6,0,23,6,2.795380633300649,11.037947731385623,84,338.5173,85.73013095238096
syr2k_kernel,2048,8,4,1,32,220.4926,nvidia_geforce_rtx_2070_super,2,3.8333333333333335,0,6,0,23,6,6.626461376114426,30.492905430839855,84,6723.46,1461.0856976190478
syrk_kernel,32,8,8,1,64,0.0303,tesla_c2075,2,4.0,0,4,0,16,4,1.7114568599717115,5.471947194719472,21,0.1658,0.05185714285714286
syrk_kernel,64,8,32,1,256,0.0213,nvidia_geforce_rtx_2070_super,2,4.0,0,4,0,16,4,2.975415215306174,14.71830985915493,93,0.3135,0.06337634408602151
syrk_kernel,128,8,4,1,32,0.0489,nvidia_geforce_rtx_2070_super,2,4.0,0,4,0,16,4,5.92688724590565,29.78527607361963,117,1.4565,0.2898247863247863
syrk_kernel,256,16,2,1,32,0.3398,geforce_gtx_1080_ti,2,4.0,0,4,0,16,4,5.837507902251869,32.27604473219541,135,10.9674,1.9835851851851851
syrk_kernel,512,8,4,1,32,2.2878,nvidia_geforce_rtx_2070_super,2,4.0,0,4,0,16,4,2.775088320143164,37.0345309904712,102,84.7276,6.34884705882353
syrk_kernel,1024,16,64,1,1024,17.9322,geforce_gtx_1080_ti,2,4.0,0,4,0,16,4,2.156872541666202,5.736457322581724,96,102.8673,38.677469791666674
syrk_kernel,2048,8,16,1,128,136.6085,nvidia_geforce_rtx_2070_super,2,4.0,0,4,0,16,4,3.550956733414587,20.515091667063178,96,2802.5359,485.09087291666657
